Resource_ID,Title,Platform,Skill,Level,Format,Type,Cost,URL,Duration,Enrollments,Rating,Rating_Count,Release_Date,Last_Updated,Instructor,Has_Certificate,Has_Projects,Has_Community,Difficulty_Score,Completion_Rate,Prerequisites,Related_Skills
RES_0332,UI/UX Design Masterclass,LinkedIn Learning,UI/UX Design,Advanced,Tutorial Series,Paid,145.73,https://www.linkedinlearning.com/courses/ui/ux-design-masterclass,17 days,1824,3.0,442,2023-10-19,2024-03-11,Danny Richards,False,True,True,10,40,Data Analysis,"Cloud Computing, Artificial Intelligence, SQL, Project Management"
RES_0333,The Complete Data Science Bootcamp,Udemy,Data Science,All Levels,Bootcamp,Freemium,87.2,https://www.udemy.com/courses/the-complete-data-science-bootcamp,19 months,42711,3.2,5662,2023-04-06,2024-05-28,Sandra Espinoza,False,False,True,7,46,"Project Management, Cloud Computing",SQL
RES_0334,Artificial Intelligence Masterclass,FreeCodeCamp,Artificial Intelligence,Beginner,Tutorial Series,Paid,189.37,https://www.freecodecamp.com/courses/artificial-intelligence-masterclass,12 hours,9956,3.1,1735,2023-05-07,2025-05-01,Ronald Davis,True,True,True,3,68,None,"Python Programming, Cloud Computing"
RES_0335,Digital Marketing Professional Certificate,edX,Digital Marketing,Beginner,Text-based,Subscription,22.55,https://www.edx.com/courses/digital-marketing-professional-certificate,27 months,134,3.1,28,2024-12-13,2025-04-03,Anthony Flores,False,True,False,3,78,None,"Cloud Computing, Cloud Computing, Blockchain, Project Management"
RES_0336,Project Management Masterclass,FreeCodeCamp,Project Management,Intermediate,Tutorial Series,Subscription,18.13,https://www.freecodecamp.com/courses/project-management-masterclass,20 months,6444,4.7,1592,2024-05-01,2024-05-18,Travis Smith,True,False,False,4,51,"Python Programming, UI/UX Design, Game Development",
RES_0337,The Complete SQL Bootcamp,Udemy,SQL,Beginner,Bootcamp,Paid,152.61,https://www.udemy.com/courses/the-complete-sql-bootcamp,17 hours,8882,4.4,2378,2022-08-27,2024-08-18,Udemy,True,True,False,4,40,None,"Cybersecurity, Data Analysis, Artificial Intelligence"
RES_0338,Mobile Development Specialization,Coursera,Mobile Development,All Levels,Interactive,Freemium,2.41,https://www.coursera.com/courses/mobile-development-specialization,17 weeks,26035,3.9,3934,2024-03-12,2025-05-20,George Mcdonald DDS,True,True,True,3,49,"Digital Marketing, JavaScript",
RES_0339,Python Programming Professional Certificate,edX,Python Programming,Beginner,Text-based,Freemium,9.87,https://www.edx.com/courses/python-programming-professional-certificate,5 months,5411,3.2,1187,2024-03-10,2024-08-02,edX,False,True,True,2,93,None,"Machine Learning, DevOps, Data Analysis, Mobile Development"
RES_0340,Game Development Masterclass,FreeCodeCamp,Game Development,All Levels,Video Course,Freemium,2.89,https://www.freecodecamp.com/courses/game-development-masterclass,21 days,405,4.0,73,2024-02-16,2025-05-10,Benjamin Pearson,True,False,True,3,94,Cloud Computing,"JavaScript, React"
RES_0341,Digital Marketing Masterclass,Khan Academy,Digital Marketing,All Levels,Video Course,Free,0.0,https://www.khanacademy.com/courses/digital-marketing-masterclass,27 months,4839,3.9,1142,2024-09-12,2025-08-21,Alicia Brown,False,True,True,5,57,"Blockchain, UI/UX Design, Data Analysis","Game Development, Web Development"
RES_0342,Web Development Masterclass,Pluralsight,Web Development,All Levels,Tutorial Series,Free,0.0,https://www.pluralsight.com/courses/web-development-masterclass,27 days,9217,3.3,2664,2024-01-26,2024-06-05,Darryl Olsen,True,False,False,8,63,"Project Management, DevOps, React","Mobile Development, SQL"
RES_0343,Mobile Development Masterclass,Codecademy,Mobile Development,Beginner,Tutorial Series,Paid,132.82,https://www.codecademy.com/courses/mobile-development-masterclass,1 months,170,3.9,35,2025-08-01,2025-08-16,Frank Collier,False,False,False,1,33,None,"Machine Learning, Data Science, Cybersecurity, Data Science"
RES_0344,JavaScript Masterclass,Skillshare,JavaScript,Beginner,Video Course,Freemium,37.05,https://www.skillshare.com/courses/javascript-masterclass,7 months,253,3.8,29,2024-05-24,2024-08-06,Jeffrey Young,True,False,True,3,58,None,"Artificial Intelligence, Data Science"
RES_0345,DevOps Specialization,Coursera,DevOps,All Levels,Tutorial Series,Paid,11.36,https://www.coursera.com/courses/devops-specialization,27 months,8270,4.2,1955,2024-01-30,2024-03-27,Dennis Lopez,True,True,False,7,52,Cloud Computing,
RES_0346,React Masterclass,Pluralsight,React,Advanced,Interactive,Free,0.0,https://www.pluralsight.com/courses/react-masterclass,23 weeks,9276,4.3,2669,2023-02-03,2025-08-19,Pluralsight,False,False,True,10,82,"Machine Learning, Blockchain","Artificial Intelligence, Data Science, Data Analysis"
RES_0347,React Masterclass,FutureLearn,React,Beginner,Text-based,Freemium,53.24,https://www.futurelearn.com/courses/react-masterclass,11 hours,6520,3.1,1927,2024-07-18,2025-03-03,Bruce Berry,True,True,False,4,39,None,"SQL, JavaScript"
RES_0348,UI/UX Design Masterclass,LinkedIn Learning,UI/UX Design,Beginner,Tutorial Series,Free,0.0,https://www.linkedinlearning.com/courses/ui/ux-design-masterclass,1 months,7177,3.7,1397,2025-07-02,2025-07-15,LinkedIn Learning,False,False,True,3,36,None,"Blockchain, React, Web Development"
RES_0349,Project Management Masterclass,Codecademy,Project Management,Beginner,Tutorial Series,Freemium,57.89,https://www.codecademy.com/courses/project-management-masterclass,3 hours,646,4.3,168,2023-07-10,2024-10-05,Codecademy,False,False,True,1,68,None,"Web Development, Machine Learning, Data Analysis, Game Development"
RES_0350,UI/UX Design Specialization,Coursera,UI/UX Design,All Levels,Project-based,Free,0.0,https://www.coursera.com/courses/ui/ux-design-specialization,20 months,16277,4.0,2733,2025-07-30,2025-08-07,Michael Byrd,False,False,False,8,33,"Blockchain, Mobile Development","Machine Learning, Machine Learning"
RES_0351,Web Development Specialization,Coursera,Web Development,Intermediate,Bootcamp,Paid,131.1,https://www.coursera.com/courses/web-development-specialization,9 weeks,28591,4.7,3589,2022-12-09,2023-08-10,Matthew Wilson,True,True,True,7,95,"Data Science, UI/UX Design, Game Development","Cloud Computing, Artificial Intelligence"
RES_0352,Mobile Development Masterclass,Pluralsight,Mobile Development,Advanced,Text-based,Free,0.0,https://www.pluralsight.com/courses/mobile-development-masterclass,17 days,1039,4.3,306,2024-04-21,2024-12-05,Pluralsight,True,True,True,8,38,"SQL, Artificial Intelligence","UI/UX Design, Digital Marketing"
RES_0353,JavaScript Masterclass,LinkedIn Learning,JavaScript,Beginner,Project-based,Free,0.0,https://www.linkedinlearning.com/courses/javascript-masterclass,16 days,160,3.3,46,2024-05-21,2024-09-01,Elizabeth Lyons,False,True,False,3,78,None,Cybersecurity
RES_0354,Data Science Specialization,Coursera,Data Science,Beginner,Video Course,Subscription,16.05,https://www.coursera.com/courses/data-science-specialization,4 days,20043,3.1,2802,2023-03-03,2025-02-03,Cody Mitchell,False,True,False,3,52,None,"DevOps, JavaScript"
RES_0355,Game Development Masterclass,LinkedIn Learning,Game Development,Intermediate,Interactive,Paid,14.08,https://www.linkedinlearning.com/courses/game-development-masterclass,27 weeks,1757,4.3,249,2025-07-09,2025-07-09,Kyle Walker,False,False,True,7,60,"Data Science, JavaScript","Web Development, Machine Learning, Cloud Computing, Cloud Computing"
RES_0356,Learn SQL - Full Course,YouTube,SQL,All Levels,Tutorial Series,Subscription,26.13,https://www.youtube.com/courses/learn-sql---full-course,14 days,4027,3.1,628,2024-07-29,2024-11-20,Dustin Pacheco,True,True,False,4,95,"Artificial Intelligence, Web Development","JavaScript, Blockchain, Cybersecurity"
RES_0357,Blockchain Masterclass,Udacity,Blockchain,Advanced,Project-based,Freemium,17.9,https://www.udacity.com/courses/blockchain-masterclass,23 weeks,8709,4.2,2248,2022-12-05,2023-08-20,Udacity,True,True,False,7,56,SQL,"React, Cybersecurity, UI/UX Design"
RES_0358,Cybersecurity Masterclass,Skillshare,Cybersecurity,Intermediate,Text-based,Subscription,34.27,https://www.skillshare.com/courses/cybersecurity-masterclass,5 hours,4934,4.9,913,2023-02-22,2024-03-08,Shawn Woods,True,True,False,7,85,"Data Science, Artificial Intelligence","DevOps, Python Programming"
RES_0359,Project Management Professional Certificate,edX,Project Management,Intermediate,Text-based,Free,0.0,https://www.edx.com/courses/project-management-professional-certificate,12 hours,4925,4.2,530,2022-10-28,2025-03-14,edX,False,True,True,5,72,Mobile Development,"UI/UX Design, DevOps, SQL"
RES_0360,Cloud Computing Masterclass,FutureLearn,Cloud Computing,Advanced,Video Course,Subscription,24.86,https://www.futurelearn.com/courses/cloud-computing-masterclass,12 months,6747,3.8,981,2025-07-27,2025-08-06,Ronald Mercado,False,False,False,8,90,Blockchain,"Project Management, Mobile Development, Web Development, Mobile Development"
RES_0361,Learn Digital Marketing - Full Course,YouTube,Digital Marketing,All Levels,Interactive,Freemium,45.0,https://www.youtube.com/courses/learn-digital-marketing---full-course,18 hours,25556,4.3,4368,2024-11-09,2025-06-17,Trevor Walsh,False,True,False,4,83,"Cybersecurity, Game Development","Mobile Development, Python Programming, Data Analysis"
RES_0362,Cloud Computing Professional Certificate,edX,Cloud Computing,Advanced,Bootcamp,Freemium,98.02,https://www.edx.com/courses/cloud-computing-professional-certificate,7 months,1143,3.9,318,2022-08-22,2023-06-22,Theresa Jones,True,True,True,7,51,Game Development,"Data Analysis, Artificial Intelligence"
RES_0363,JavaScript Specialization,Coursera,JavaScript,Intermediate,Video Course,Freemium,28.38,https://www.coursera.com/courses/javascript-specialization,8 weeks,44225,4.1,12469,2022-09-12,2025-03-31,Grace King,True,True,True,7,50,Cloud Computing,"Artificial Intelligence, Web Development, Cybersecurity, SQL"
RES_0364,SQL Professional Certificate,edX,SQL,Advanced,Project-based,Freemium,15.88,https://www.edx.com/courses/sql-professional-certificate,19 weeks,9725,4.9,1839,2024-07-01,2024-12-07,edX,True,True,False,10,61,"Mobile Development, Artificial Intelligence, Project Management","Data Analysis, Web Development, UI/UX Design"
RES_0365,UI/UX Design Masterclass,LinkedIn Learning,UI/UX Design,All Levels,Bootcamp,Paid,88.86,https://www.linkedinlearning.com/courses/ui/ux-design-masterclass,6 months,7601,3.8,1124,2023-06-25,2023-10-17,Albert Smith,True,True,False,4,65,"Game Development, Web Development","Artificial Intelligence, Digital Marketing"
RES_0366,Machine Learning Masterclass,Khan Academy,Machine Learning,Advanced,Video Course,Free,0.0,https://www.khanacademy.com/courses/machine-learning-masterclass,17 weeks,6819,4.9,1629,2023-02-09,2025-03-06,Cheyenne Allen,True,True,True,10,78,"Cybersecurity, SQL","Data Analysis, Python Programming, DevOps"
RES_0367,Cloud Computing Masterclass,FutureLearn,Cloud Computing,Advanced,Tutorial Series,Freemium,48.48,https://www.futurelearn.com/courses/cloud-computing-masterclass,3 hours,9085,4.8,1218,2024-04-11,2024-08-21,FutureLearn,True,False,False,7,42,UI/UX Design,Game Development
RES_0368,Cybersecurity Masterclass,FutureLearn,Cybersecurity,Intermediate,Video Course,Free,0.0,https://www.futurelearn.com/courses/cybersecurity-masterclass,22 weeks,2614,3.4,492,2023-03-02,2024-08-20,Timothy Smith,False,False,False,4,43,"UI/UX Design, Project Management",Python Programming
RES_0369,Cybersecurity Specialization,Coursera,Cybersecurity,Intermediate,Interactive,Subscription,46.81,https://www.coursera.com/courses/cybersecurity-specialization,7 hours,2051,3.1,295,2023-04-10,2025-07-24,Coursera,True,True,False,4,51,"JavaScript, Data Analysis, Digital Marketing",Mobile Development
RES_0370,Game Development Masterclass,LinkedIn Learning,Game Development,Intermediate,Bootcamp,Paid,187.52,https://www.linkedinlearning.com/courses/game-development-masterclass,13 months,2079,3.2,212,2024-05-02,2025-05-04,Leah Dillon,True,True,False,5,88,Web Development,"Data Science, Data Analysis"
RES_0371,Learn Digital Marketing - Full Course,YouTube,Digital Marketing,Advanced,Bootcamp,Freemium,98.31,https://www.youtube.com/courses/learn-digital-marketing---full-course,4 days,17511,3.0,4452,2025-02-07,2025-03-21,Miss Jacqueline Roberts,False,True,False,8,72,Mobile Development,"Web Development, Python Programming, Project Management"
RES_0372,Blockchain Masterclass,Skillshare,Blockchain,Intermediate,Bootcamp,Free,0.0,https://www.skillshare.com/courses/blockchain-masterclass,8 hours,2132,3.2,372,2023-11-27,2024-12-22,Skillshare,False,True,True,6,55,Cybersecurity,"Data Analysis, React"
RES_0373,Project Management Masterclass,FutureLearn,Project Management,Advanced,Interactive,Subscription,26.11,https://www.futurelearn.com/courses/project-management-masterclass,26 hours,8633,4.4,1455,2023-04-24,2023-10-28,FutureLearn,False,True,False,8,36,"React, React, Cybersecurity","JavaScript, Python Programming"
RES_0374,The Complete Artificial Intelligence Bootcamp,Udemy,Artificial Intelligence,Beginner,Interactive,Free,0.0,https://www.udemy.com/courses/the-complete-artificial-intelligence-bootcamp,21 days,14383,3.1,2897,2024-12-06,2025-07-06,Joseph Harris,True,False,True,4,89,None,"JavaScript, SQL, React"
RES_0375,JavaScript Masterclass,Skillshare,JavaScript,Intermediate,Text-based,Subscription,35.17,https://www.skillshare.com/courses/javascript-masterclass,21 days,4554,3.6,840,2022-12-09,2025-06-01,Skillshare,True,True,True,7,49,"Python Programming, Cybersecurity","Web Development, UI/UX Design, Game Development, Cloud Computing"
RES_0376,JavaScript Masterclass,Khan Academy,JavaScript,Advanced,Project-based,Freemium,30.58,https://www.khanacademy.com/courses/javascript-masterclass,10 months,9310,4.7,938,2022-12-10,2025-06-09,Whitney Rodgers,False,True,False,9,92,"Digital Marketing, Cybersecurity","Artificial Intelligence, UI/UX Design"
RES_0377,Web Development Masterclass,Udacity,Web Development,All Levels,Video Course,Free,0.0,https://www.udacity.com/courses/web-development-masterclass,13 days,3282,3.0,745,2023-03-11,2024-12-03,Udacity,False,True,False,5,37,"Cybersecurity, Digital Marketing, React","Artificial Intelligence, Data Analysis"
RES_0378,Python Programming Masterclass,LinkedIn Learning,Python Programming,Intermediate,Text-based,Freemium,94.43,https://www.linkedinlearning.com/courses/python-programming-masterclass,5 weeks,4153,4.6,1001,2024-09-24,2025-08-15,Alexander Powers,True,False,True,4,54,"JavaScript, Digital Marketing","UI/UX Design, Blockchain, Game Development"
RES_0379,Cybersecurity Masterclass,Udacity,Cybersecurity,Advanced,Tutorial Series,Freemium,75.25,https://www.udacity.com/courses/cybersecurity-masterclass,30 hours,1890,3.6,191,2023-09-15,2025-03-28,Phyllis Mitchell,True,False,False,8,92,Machine Learning,Digital Marketing
RES_0380,Digital Marketing Masterclass,Khan Academy,Digital Marketing,Advanced,Tutorial Series,Freemium,17.06,https://www.khanacademy.com/courses/digital-marketing-masterclass,12 days,2300,3.2,315,2024-07-11,2024-12-15,Jennifer Kelly,False,True,False,7,53,DevOps,"Project Management, Machine Learning, JavaScript, Web Development"
RES_0381,Web Development Masterclass,Pluralsight,Web Development,All Levels,Video Course,Subscription,17.25,https://www.pluralsight.com/courses/web-development-masterclass,1 days,7929,4.4,1847,2022-12-01,2023-10-03,Pluralsight,True,True,False,3,42,Blockchain,Cybersecurity
RES_0382,Blockchain Masterclass,Codecademy,Blockchain,Advanced,Project-based,Freemium,75.69,https://www.codecademy.com/courses/blockchain-masterclass,20 months,5614,4.3,1308,2023-07-23,2023-09-23,Codecademy,False,False,False,10,37,"Mobile Development, Machine Learning",Project Management
RES_0383,Cybersecurity Masterclass,FutureLearn,Cybersecurity,Intermediate,Video Course,Free,0.0,https://www.futurelearn.com/courses/cybersecurity-masterclass,28 weeks,4172,4.8,574,2023-07-28,2024-05-16,Ryan Mitchell,False,True,True,6,32,"Data Science, Data Analysis, Mobile Development","React, Artificial Intelligence, Web Development"
RES_0384,Digital Marketing Masterclass,LinkedIn Learning,Digital Marketing,All Levels,Tutorial Series,Free,0.0,https://www.linkedinlearning.com/courses/digital-marketing-masterclass,24 months,4914,4.5,987,2024-07-17,2024-08-22,Aaron Booth,True,True,False,4,93,UI/UX Design,"JavaScript, Project Management, Machine Learning, Artificial Intelligence"
RES_0385,Game Development Masterclass,Udacity,Game Development,Intermediate,Interactive,Paid,42.38,https://www.udacity.com/courses/game-development-masterclass,22 hours,1828,4.6,285,2023-03-14,2023-08-20,Curtis Ferguson,False,True,True,6,90,"Machine Learning, Cloud Computing","Web Development, Mobile Development, React, Web Development"
RES_0386,Mobile Development Masterclass,Udacity,Mobile Development,All Levels,Tutorial Series,Freemium,65.39,https://www.udacity.com/courses/mobile-development-masterclass,26 months,3923,3.6,1127,2024-05-20,2025-04-11,Michael Powell,True,True,False,8,44,"Data Science, Cloud Computing","Python Programming, UI/UX Design, Data Analysis, Game Development"
